Id,Tweet,following,followers,actions,is_retweet,location,Type
8163,Ben Carson addresses crowd in Greenville,548.0,128.0,399.0,1.0,"Nova Scotia, Canada",Spam
10196,Tiffany w IJWD ballon waving to SONEs cutely #Tiffany1stWin #IJWD1stWin at Sukira https://www.instagram.com/p/BFgoIBXur4i/ pic.twitter.com/kt0PIcrvEn,0.0,30700.0,,0.0,SNSD PINK OCEAN PARADISE,Quality
7268,Roy Moore is being framed by the fake media.,248.0,2361.0,150698.0,1.0,Where you're not,Spam
10096,Make Telemedicine Great Again (and again!)  #ATA2016 @CCHPCA @AmericanTelemedpic.twitter.com/gu8Tgp4ZQ7,0.0,0.0,,0.0,"Tampa, FL",Quality
8757,Would you go to the Summit 5 if you were invited ? That… — Yes of course! Though I think my strength is in the hos… http://l.ask.fm/igoto/45DKECN75V62DDAUPY6IQO73ZWGBTKBDQ666LBVDBHX3PYPUSZYZIZKIEZH46RZSK26PGU2FDYBHSDQVYAT6MJNZP3XLPBJRUNJQBFKQHVXTGIXZD6IGOPXNSKXPZVZQQS6ICLAV3DKGFFMMJKMVMTLN4PNH3Y5CZ3HVJUZJ3SPJO7GBAVKXXW7M6BJKFW5734====== …,0.0,94500.0,,0.0,England,Quality
8634,Congratulations to Meteorologist Erin Little and family on birth of baby girl! https://t.co/NxNw14MQoN,4557.0,24191.0,32319.0,0.0,Plastic beach,Spam
5885,#sports NBA referee Kennedy tells Yahoo he is gay after Rondo's slur,3812.0,10236.0,10876.0,0.0,"Austin, TX",Spam
11307,#politics Ryan fires shutdown warning shot at White House,2721.0,13249.0,18282.0,0.0,In the winners circle,Spam
12212,'@realDonaldTrump @TIME Sure you are much better than Merkel',14061.0,20078.0,11111.0,0.0,Science of the mind,Spam
7412,Don't cry na!  #ALDUBLoversInITALYhttps://twitter.com/maichardglobal/status/732552684050341889 …,0.0,0.0,20.0,0.0,"California, USA",Quality
6119,Best skate clip ever  https://twitter.com/shanejoneill/status/731643011038253057/video/1 …,0.0,979000.0,,0.0,,Quality
6127,#Football SM susul CLS http://dlvr.it/LKt4K4  #Assadiqulhaq,,0.0,0.0,0.0,,Quality
9297,When u told him u was gon hold him down but u decline his call from jail when he get arrested https://t.co/qhI5Rg8zcp,530.0,913.0,3126.0,1.0,Bangtan Room,Spam
2315,ok so i started watching anime earlier i watched tokyo ghoul i guess anime is pretty cool huh,0.0,0.0,,0.0,under baeks bed,Quality
11299,Every goal is a reason to celebrate. #WinterClassic #NYEonVine https://t.co/7VmNrPuXLd,0.0,0.0,70.0,0.0,jay,Spam
9313,The women of #Hamilton performed the Star-Spangled Banner at the @nyliberty home opener and it was just beautiful.https://amp.twimg.com/v/c415d7e5-2108-4c2b-96a9-8c8ab5337a75 …,0.0,86700.0,,0.0,,Quality
1856,Whoever runs this account is my new favorite person.,0.0,0.0,,1.0,California,Quality
8034,Rubio claims renewed momentum after N.H. setback https://t.co/VUURLdix1w \| https://t.co/8H0lejtvcR https://t.co/BONOgpHb2J,6422.0,12335.0,4718.0,0.0,"Port Moody, B.C.",Spam
9548,I'm starting to like a guy that doesn't even know if I even exist.,0.0,0.0,,0.0,commitments,Quality
9232,"Hayward the Hero. Huge 3, then finds Gobert rolling for an easy layup. Jazz up 98-95",883.0,832.0,3376.0,1.0,"Grand Rapids, MI",Spam
2524,Jewish community center threats: man arrested in alleged cyberstalking plot https://t.co/SiY7m4PcBn https://t.co/0YTbTyoliw,4299.0,3388.0,18208.0,0.0,"Fairview, TN",Spam
6657,Syrian Army Air Force inflicts heavy losses upon ISIS gatherings https://t.co/6cmFwk6dFt,4638.0,18478.0,4525.0,0.0,Morocco,Spam
296,@nytimes @GERARDJAMESHAY @ShireDweller3 @Bvweir @sweetrhythms @mijeane4 @Crossbourg @Lapinou1841 @Humerrose @monicasloves @kitawny24UNITY,0.0,0.0,,0.0,"Miami, Florida - The Caribbean",Quality
9038,"give #JaredPadalecki the perfect gift #SPNFamily
https://teespring.com/we-re-all-in-this-together-t …
and more new shirts https://teespring.com/we-re-all-in-this-together …pic.twitter.com/vP4j0oGHH8",15300.0,25900.0,81.0,0.0,Iraq,Quality
9873,"Winter weather holding a tight grip, so expect powder at higher ski resorts https://t.co/qMSCokqyGk https://t.co/cxnPDQSx1j",9185.0,17895.0,28048.0,0.0,Midlands,Spam
637,'@NanaVLee7 @HajiHuntingGirl @ProudInfidel33 @sensiblecit @foxnewsis666 @Fuck_D_Trump @ArcticFox2016 @annepaezNOLA @CrazyCatRescuer @RWs352 https://t.co/R1rfDy4I7S',1494.0,1831.0,2670.0,1.0,Delhi-Melbourne-Oakland-London,Spam
2808,"The Young Victoria
QT RT REPLY this wow fantastic
mobile edit FA by @imcr8d4u
#ALDUBLoversInITALY
 @ALDub_RTeam 
pic.twitter.com/FFoMztIk9c",0.0,32600.0,403.0,0.0,,Quality
7309,'@AfricanNimrod @MarionTheArcher @Rapmonster Blacks will always blame whites no matter what.',1250.0,523.0,1233.0,1.0,Up and About,Spam
8841,lol you're like a walking random facts booklet... Wait how gelatin have animal bones ?,0.0,0.0,,0.0,"Lexington,Kentucky",Quality
9720,The Malibu with the cloth seats like drake lolhttps://twitter.com/eaazyway/status/732586643895508992 …,0.0,12200.0,2.0,0.0,"Charlotte, NC",Quality
4462,"The ""Miners for Trump"" rallies start now! Marconi Plaza (Philly) Steel Plaza (Pittsburgh)  Holy Cross Athletic Center (Scranton) #MAGA https://t.co/ElWTSflRi2",6273.0,5730.0,239.0,0.0,Kentucky,Spam
1216,"#ElectionDay Trump Historic Quote: ""I am with you. I will fight for you and I will win for you. I promise.""  https://t.co/Ls1ixFH0Qd",2219.0,2145.0,3888.0,1.0,"Milano, Italia",Spam
7984,I feel like it's supposed to be after 12. I be waking up too early now,0.0,0.0,4.0,0.0,Chicago,Quality
11517,"taehyung: i cant go to norway im busy shooting for my drama
namjoon: what abt jungkook's kiss tho?
taehyung:pic.twitter.com/0QfHLWBBhf",0.0,0.0,1463.0,0.0,roma | 170219  ♥ 170303,Quality
2087,#politics Hillary Clinton to Visit San Diego,6596.0,14757.0,15813.0,0.0,Dont Kno prolly Da Basedment,Spam
2377,"Good morning y'all. 'you need to git up, git out and git somethin'",0.0,0.0,,0.0,OT Waddup,Quality
9421,I'M SO HAPPY FOR YOU! YOU ARE SO INCREDIBLE HILARIOUS AND BEAUTIFUL PERSON! ALWAYS SAID RIGHT THING! LOVE U SOO MUCH @thatonequeen,0.0,0.0,0.0,0.0,Казань,Quality
5203,BREAKING: NFL Comm. Roger Goodell Responds to Trump and Its a DOOZY https://t.co/WD2XIOpJf9,4941.0,1925.0,3128.0,0.0,"Wentzville, MO",Spam
1,"""Mr. Trump still privately muses about all of the ways he will punish his enemies after Election Day"" https://t.co/7bFPpSdd7M",453.0,839.0,3081.0,1.0,"Covington, LA",Spam
6324,Just saw the devastating news out of Orlando with over 20 people murdered in yet another mass shooting. Worst in many years. Heartbreaking.,1155.0,690.0,1560.0,1.0,ENG||BLR||日本語||RU,Spam
6837,#SupremeSacrificeDay don't forget about your relatives https://t.co/i1vyqoSxnG,2996.0,2175.0,1487.0,1.0,"Iowa City, IA",Spam
4341,Georgia #Police Officer Indicted for #Murder of Unarmed Black Man #ACAB #BlackToLive #Cops  https://t.co/7avzuFWkjs https://t.co/ZjHJyZleS5,2019.0,4569.0,6693.0,0.0,160223 ; 160420,Spam
7695,AND STOP NORMALIZING ABUSE IN LGBT RELATIONSHIPS WTF! WE NEED LOVE NOW MORE THAN EVER YALL- WE DONT GET IT NOWEHERE TF ELSE AS IS!!,514.0,823.0,5918.0,1.0,Azania,Spam
7499,"#HonorForTheBrave These 'progressive' guys hate cops, but if something is wrong they are the first ones to call the police. Hypocrites",1159.0,1175.0,2339.0,1.0,Ossett and Gawthorpe,Spam
9139,"Happy broken board birthday to South African shredder, Micheal February  @_mfeb_ from @vans66_zapic.twitter.com/IceoNqaKB1",0.0,99900.0,136.0,0.0,vans.com/surf,Quality
2580,#adsnn Rush Reveals The Shocking TRUTH About Charlottesville https://t.co/Ud8hcb37q5 #adns https://t.co/YYEegbFJiH,1946.0,170.0,3501.0,0.0,Louth Ireland,Spam
1348,Councils are now building homes outside London as 'there isn't enough space' http://t.co/1vhdxgTEF8 http://t.co/L53As6JlEy,68.0,167.0,8350.0,1.0,"Valley, AL",Spam
6615,I just checked in @99Only with #mPLUSPlaces Download today!  http://bit.ly/gomplaces,0.0,0.0,,0.0,"California, USA",Quality
2110,#TopNews Spanish police find body of missing U.S. tourist,14443.0,13262.0,12920.0,0.0,OBLIVION,Spam
1063,Purdue targeting promising 2016 wing http://on.jconline.com/27r1DcL  via @JCOnline,0.0,0.0,0.0,0.0,,Quality
1467,"It's not hard to come up with good music, Sometimes I don't be having time to",0.0,0.0,0.0,0.0,Under A Rock,Quality
1775,Trainspotting (1996).,0.0,275000.0,300.0,0.0,NYC,Quality
995,Civil rights group: Western Union complaint resolved https://t.co/xWbT6fNZFQ https://t.co/j113bSyVqI,5007.0,18551.0,20335.0,0.0,LA,Spam
153,Maddthelin // Dawn Of Tomorow,0.0,0.0,0.0,0.0,"Damansara, Selangor",Quality
3366,"Carson: Obama 'Raised White,' Doesn't Get Black Experience https://t.co/YZudefaS6o #politics",8250.0,16925.0,38190.0,0.0,"Cotswolds, England",Spam
6804,.@iamparson so fun!!!!!!!!! i am kind of in zombie mode right now but yolo I guess. lol,16400.0,8070000.0,,1.0,🇨🇺 🇲🇽,Quality
2932,"Napolitano's UC hid $175 million while demanding money, audit says  https://t.co/fKM3ueuiB8",1852.0,1648.0,5376.0,1.0,"Owosso, Michigan",Spam
584,"RT Bcoolonurstool: How far back in history do we have to go prove that our enemy is here, they are here to ELIMINA https://t.co/IOvS0CJcuR",1018.0,267.0,588.0,0.0,"ÜT: 14.637354,121.039331",Spam
4996,Search started for captain of beached boat on Gulfport's shoreline https://t.co/IqX2Ud8uZD https://t.co/k0mJzfj8W2,8294.0,19349.0,11780.0,0.0,Houston Texas,Spam
2031,Lmao you're wild lame if you text me just to not text back after I respond,0.0,0.0,12.0,0.0,,Quality
8017,SESSIONS COLLEGE ANNOUNCES INTERNATIONAL RESELLER PARTNERSHIP WITH COURSE DEALS http://dlvr.it/LKvg1s,0.0,0.0,0.0,0.0,,Quality
6409,Trumps Unsubstantiated Golden Shower.  Don't miss out on the CRTV Book Club! https://t.co/TFaiErQZFi https://t.co/sbWexuEkZA,1637.0,1557.0,6455.0,1.0,Kent/Devon/Durham/Yorkshire,Spam
8389,never give uppic.twitter.com/nx8zt11rHC,0.0,45500.0,111.0,0.0,Somewhere,Quality
12311,Oh god. I finally get it! #TheDresspic.twitter.com/p0tEo5QGS7,0.0,31700.0,,0.0,jb & camila follows,Quality
6221,Always down for you,0.0,0.0,,0.0,,Quality
8609,5 People You Didn’t Realize Had Ties To Saratoga http://fb.me/4zyRECPvn,,0.0,0.0,0.0,,Quality
11171,#hubtowngreenwoods 700+ middle class family waiting for justice. Fake commitments frm last 3 years @CMOMaharashtrapic.twitter.com/6gIrPa9Zxv,0.0,0.0,21.0,0.0,,Quality
887,survival TUBE 2.0 ep.3 w/superkitty6 gaming: http://youtu.be/w1gc2civ3UU?a  via @YouTube,0.0,0.0,0.0,0.0,Slytherin Common Room,Quality
1169,Never going to settle again,0.0,0.0,12.0,0.0,,Quality
10698,Man arrested in theft of trailer containing over $100k wort... https://t.co/cws0i410NF \| https://t.co/JGwGUdUusO https://t.co/02dy60opRK,2391.0,3128.0,18896.0,0.0,"Coventry, England",Spam
7310,Bus Driver Shot in Torso at Escondido Transit Center https://t.co/Nllv8xzeX7 https://t.co/aDAa2CaCUH,7071.0,16290.0,21021.0,0.0,Kami's Lookout,Spam
4322,Handmade solid #oak sideboard ready for final sand and finishing #bespoke #Sussex @UKBusinessRTpic.twitter.com/nWLsBBKyfi,0.0,0.0,13.0,0.0,East sussex TN325QU,Quality
5667,Donald Trumps 8 (Most Recent) Blatant Lies https://t.co/vHDocPSIRd #CCOT #TeaParty #NHprimary,824.0,694.0,1183.0,0.0,"London, Ontario",Spam
8945,I've Missed You #LostIn3Words RIP Belle  https://t.co/Y69tnf5slC,1334.0,1747.0,2167.0,1.0,Baile Átha Cliath 15,Spam
10381,"2. Some games should seriously use this as insp, it has so much content that its deceiving. so goodpic.twitter.com/kZXK3mHfnK",0.0,0.0,,0.0,"PaRappa Town, Rodney State.",Quality
5692,Let's join hands for humanity! Join our Thunderclap. http://buff.ly/24Wqxif …/41774-be-a-changemaker-peacebu… http://buff.ly/24WqzXm,0.0,0.0,,0.0,"Delft, The Netherlands",Quality
7350,Impossible is an understatement https://twitter.com/RABBIAHASAN/status/732585294395023360 …,0.0,0.0,0.0,0.0,pale blue dot,Quality
11509,Bernie Sanders Arrest Photo Isnt Swaying Black Voters. WE GET PROFILED DAILY.   https://t.co/mMaKaBJaNF https://t.co/uFhOfqjMVM,2357.0,2589.0,9505.0,1.0,Hong Kong,Spam
8949,#IfIWereACop I would cover my buddy every day https://t.co/VefsVZ9pDx,1975.0,1774.0,1566.0,1.0,Magyarország,Spam
11054,#Np Fela - Hugh Masekela>https://www.youtube.com/watch?v=Gi_jU9VnD4w …<One of the best tribute records of all time! Of all time!,0.0,0.0,0.0,0.0,Kenya,Quality
1277,"24. we didn't choose the thug life, the thug life chose uspic.twitter.com/h3sqT2SWv7",0.0,0.0,,0.0,portugal,Quality
11044,#HowToLoseYourJob  Talk about fight club,4097.0,3857.0,4044.0,1.0,Lord Juja ❤️,Spam
7811,2% before I completely lose my phone pls telegram me if anything I have no iphone charger that's why,0.0,0.0,0.0,0.0,"Central Region, Singapore",Quality
4096,Video || Lou posted this video of Harry and his friends singing happy birthday to the late Matt Irwin-L https://twitter.com/TheHarryNews/status/732544929709363200/video/1 …,0.0,154000.0,571.0,0.0,niam/4,Quality
8020,Tech Trends: What will happen if the tech bubble bursts in Silicon Valley? Part 1  #news,4194.0,15116.0,23584.0,0.0,Hereford_UK,Spam
615,Thousands attend Race for the Cure to continue Mother's Day tradition in Philly https://t.co/ZHErP2CRAA https://t.co/SsmOYfaEpw,7137.0,16717.0,16874.0,0.0,"London, England",Spam
6396,Coast Guard lieutenant sentenced to 15 years for child pornography conviction: A Coast Guard lieutenant who admitted to downlo...  #crime,12517.0,12620.0,10099.0,0.0,Columbus OH,Spam
1848,"Wikileaks, If Clinton Becomes POTUS, Soros Will Be In Control of Shadow GOVT!! #NeverHillary  https://t.co/YDFIE9w6Iz https://t.co/l9Cm29ZJbm",977.0,1183.0,1650.0,1.0,Nonchalant asf,Spam
4791,Cops looking for man who tried to rape woman in Brooklyn https://t.co/iPbSA9XxRL https://t.co/Bx27BiXQeG,248.0,2245.0,148917.0,1.0,"Zapopan, Jalisco, México",Spam
9306,"[HAPPY BIRTHDAY TAEYANG]
originally posted by http://yg-life.com 
@Realtaeyang #HAPPYTAEYANGDAY #HAPPYBAEBAEDAYpic.twitter.com/Lib0qxwsyr",0.0,5050000.0,,0.0,"Seoul, Korea",Quality
11904,RT @Johngalt1231: NO JOKE: FIDEL CASTRO JUST ENDORSED BERNIE SANDERS https://t.co/4UHPtPgbmJ via @YouTube #CCOT #PJNET #ORPUW #tcot #TGDN,293.0,427.0,1032.0,1.0,Tri - State Area 🗽 🇺🇸,Spam
8902,".@Gurmeetramrahim Ji always show us right path & his sermons teach us to find God, through Meditation & selfless services #KindHeartedMSG",0.0,347000.0,,0.0,"Sirsa, India",Quality
789,When you know after you cross the stage #SallieMae waiting for you at the do'  #HBCU #studentloans #studentdebtpic.twitter.com/gaTpG6OyRv,0.0,89400.0,,0.0,"Washington, DC",Quality
8176,"By the end of the year, there will be more new jobs in #solarpower than there were in oil! http://for.tn/1siTUwI pic.twitter.com/sZb5PmFWUy",17700.0,205000.0,157.0,0.0,"Washington, DC",Quality
3226,Thunderstorms today! With a high of 76F and a low of 67F. #successrole #weather #mam8697,0.0,0.0,0.0,0.0,"Texas, USA",Quality
4472,"Egypt's president links Russian crash, terror https://t.co/uAxM4J2XXg",5204.0,23818.0,30422.0,0.0,Molly,Spam
6182,Was wonderful to meet all of you today!https://twitter.com/mayasaryyeva/status/732571693307297792 …,0.0,1860000.0,984.0,0.0,Here and there.,Quality
4078,"Had a dream that was a mix of Star Wars, Star Trek: Voyager & SG: Atlantis. In which I struggled to order broccoli from a food replicator.",1625.0,549.0,732.0,1.0,complexo de marechal Hermes,Spam
8451,"Weight gain, heartburn, permanent fatigue, kitchen a mess. I love it   #ChristmasAftermath",2665.0,2876.0,3933.0,1.0,The Caribbean,Spam
4239,"#RadioAlert The African History Network Show https://t.co/8c4XwlP2Dm Sundays, 10pm EST @910superstation @TheAHNShow https://t.co/aD9zYQy27M",763.0,772.0,2044.0,1.0,"Denver, CO",Spam
5612,"Fried chicken!!
#ALDUBLoversInITALYhttps://twitter.com/ALDUBNationDC/status/732530807462469632 …",0.0,0.0,52.0,0.0,"Cagayan De Oro City, Northern",Quality
3130,Evangelical Leaders Remind Globalists Bible Doesnt Teach Open Borders  https://t.co/QUGzxDGMMp,4868.0,1056.0,537.0,0.0,The Planet Cygnus!!!,Spam
5978,I am so JDM that I am sleep on the right side of the bed (1463492571),,,0.0,0.0,,Quality
11755,WHEN IT comes to high IQs names like Einstein &amp;Hawking automatically come into the conversation Well now theres a new name: Ramarni Wilfred https://t.co/cjuhVu6DqK,17825.0,25494.0,3103.0,0.0,Deutschland  🇩🇪,Spam
7311,"Ex-KKK Grand Wizard David Duke Praises Trump Picks Bannon, Flynn, Sessions https://t.co/Xe7U7nm3ce #NotMyPresident #resist #p2",440.0,748.0,3185.0,1.0,QC x Baguio,Spam
7206,"To embrace our own flaws people are rapping over Beyonc's ""Ego"" all over the Internet https://t.co/V1cR9HJhjx",14259.0,17127.0,3672.0,0.0,on a flight.,Spam
6669,"Archived HedgeBz \| Despite Lawsuits Over Drug Prices, Insurance Giant $UNH Brags on Revenue Growth https://t.co/K7xXMwV26I",1931.0,1066.0,4029.0,0.0,"Gilmer, Tx",Spam
6255,daddy  jk  https://twitter.com/littleiaughs/status/732586826045607939 …,0.0,0.0,,0.0,michael,Quality
8877,"#NEW @djkhaled  Im the One (feat. @chancetherapper , @LilTunechi , @QuavoStuntin &amp; @justinbieber)[Music Video] https://t.co/1B5LBhYlcO https://t.co/qN7AOFdPHJ",727.0,802.0,7199.0,0.0,"West Augusta, WV",Spam
467,"Ugly in pictures 
Ugly in real life 
Ugly today 
Ugly tomorrow 
Ugly 365 days",11800.0,12700.0,,0.0,2-6 to NCAT20,Quality
4699,Obama congratulates French and Belgian leaders on Paris suspect's arrest https://t.co/PAwaNm5PIW https://t.co/ZccioppykP,826.0,319.0,670.0,1.0,Bogotá,Spam
9373,When you catch feelings but you're Muslim pic.twitter.com/mWFmM7cv2o,0.0,0.0,,0.0,In my shell  🐚,Quality
2341,14. The development we seek is one that demands that we go through a process of differentiation by successive changes #ThoughtsOnDevelopment,0.0,10100.0,2.0,0.0,Nigeria,Quality
7464,"You'll probably never have the Wu-Tang Dunks, but these should do  http://dlvr.it/LKDSDc pic.twitter.com/XMixnXh82q",0.0,703000.0,126.0,0.0,NYC,Quality
10650,Donate £5 & we'll put your name and a link of your choice on our site - FOREVER! We get upwards of 5k views a month:http://www.crowdfunder.co.uk/help-beyond-the-binary-run …,0.0,0.0,,0.0,UK,Quality
3112,'@TheFive Again Juan Williams defending Obamacare...Like are you living in the REAL USA??? I'm a healthy male that rarely...i mean rarely use',2293.0,2046.0,2555.0,1.0,QC x Baguio,Spam
6080,#2016ElectionIn3Words Stupid Is Contagious.,1974.0,2703.0,5522.0,0.0,"Rolla, MO",Spam
4901,News : Brilliant news as Nicola Sturgeon overwhelmingly re-appointed First Minister with 63 MSP votes & only a paltry 64 not voting for her,0.0,0.0,84.0,0.0,Oppressed Scotland,Quality
9268,#TopVideo Obama chief guest at India Republic Day Parade http://t.co/qRi2Oa5JSD,621.0,48.0,762.0,0.0,izzy | she/her,Spam
3611,"St. Louis judge orders, then stays arrest warrant for bankruptcy firm owner and lawyer https://t.co/VT9o9KwKp2 https://t.co/xZlSCeJICF",7170.0,9046.0,21026.0,0.0,"Anfield, Liverpool",Spam
5892,"RT MensFitness ""How to build the perfect workout program, according to 10 pro trainers: http://ow.ly/ngmY300dZ2z  pic.twitter.com/nwrBRmdbrV""",,0.0,0.0,0.0,"Clevedon, North Somerset, UK",Quality
4343,Repeat after us: Summer. Summer. Summer. #SummerInLilly http://t.co/TB1oLx2UcT,605.0,277.0,11304.0,1.0,under baeks bed,Spam
694,My society in a nutshell.pic.twitter.com/VFpxiimuAO,0.0,0.0,,0.0,A Parallel world,Quality
9502,The sabotage of Flynn was a coordinated attack by the foreign policy establishment of both parties. https://t.co/yGfOo2UbMH,2560.0,2260.0,15976.0,1.0,"Mobile, AL",Spam
189,"#성균관대 #AOMG #followthemovement 
#Repost double257 with… https://www.instagram.com/p/BFgmQADMJ_v/",0.0,1460000.0,811.0,0.0,SEATTLE2SEOUL,Quality
258,"Editorial Cartoon: ""Mask Hysteria"" https://t.co/9X2JtDk4Zw https://t.co/eJ373LDNaP",1685.0,1592.0,4254.0,1.0,Roseville Michigan,Spam
4194,Doing justice is inseparably connected to preaching grace.,0.0,385000.0,549.0,0.0,New York,Quality
8682,Here is the second of 16 Epic Certified Roles I am hiring for... please send me a current resume if you are Epic Cer…https://lnkd.in/eak9cUA,0.0,0.0,0.0,0.0,"Wayne, PA",Quality
9002,Death toll hits 30 in inferno at art studio horror house https://t.co/MsgBgXdDzp https://t.co/eBOSh02cId,4278.0,25329.0,44294.0,0.0,North West,Spam
3656,I YOUhttps://twitter.com/msleamichele/status/732530759840468992 …,0.0,3580000.0,,0.0,LA&NY,Quality
3715,Exclusive: Husky oil spill in Canadian river followed two others nearby - records  #environment,8582.0,12280.0,26510.0,0.0,"Barnsley, UK",Spam
9625,#ItsTimeToPanicWhen you as a Brit spend so much time laughing about Trump you neglect the danger closer to home. https://t.co/I5SH4cpsed,1211.0,839.0,811.0,1.0,"Pennsylvania, USA",Spam
1304,whoa https://twitter.com/GoogleFacts/status/732566421943771136 …,0.0,0.0,0.0,0.0,Singapore,Quality
10944,shots fired and yellow tape on the scene https://twitter.com/datbulroni/status/732588266495442945 …,0.0,0.0,4.0,0.0,south jerz,Quality
5184,Result of last week shoot for the designer of Grezzo. #design #grezzo #furnituredesign #garden… https://www.instagram.com/p/BFgqjclQCT3/,0.0,0.0,2.0,0.0,Boxtel,Quality
12323,"You should look at their website, it's pretty detailed & has all the qualifying races listed. A lot are out west",0.0,0.0,,0.0,"San Diego, CA",Quality
4587,Q&amp;A: A look at US-Canada border after airport stabbing https://t.co/opEhxaxHm7 https://t.co/AmML9dMRtd,7647.0,19241.0,11030.0,0.0,De La Salle University-Manila,Spam
2325,"Which one of the following QB's has the best chance of winning Super Bowl LI?
#TonyRomo
#CarsonPalmer
#AlexSmith
#JayCutler
#PhilipRivers",0.0,264000.0,431.0,0.0,"New York, NY",Quality
5724,China slowdown needn't hamper climate deal: U.N.  #environment,8776.0,12324.0,7909.0,0.0,BTS-GOT7-TWICE,Spam
3113,Employers all over the country say they are struggling to find workers who can pass drug testshttp://nyti.ms/27uGmih,0.0,43100000.0,323.0,0.0,New York City,Quality
1005,Body Found At 31st Street Beach Ruled A Suicide https://t.co/3qkgFhPfaE,7071.0,19496.0,38017.0,0.0,DC MARYLAND VIRGINIA,Spam
4985,Southern Colorado undersheriff charged with violating state wildlife laws through his ... https://t.co/14GofLfJo4 https://t.co/vK4jNp0vAG,50.0,4.0,535.0,0.0,pale blue dot,Spam
7559,"I was only passing by , love your books",0.0,0.0,,0.0,"England, United Kingdom",Quality
4350,Vocal Titusville pastor and community advocate leaving for Tampa https://t.co/gK2MyMBfQx https://t.co/AfZQ9HNR3Q,4983.0,18744.0,622.0,0.0,"Pamplona, Spain",Spam
11103,these pictures are 14 years apart https://t.co/flvTP2aqdh,4793.0,9310.0,6401.0,1.0,301,Spam
6984,I just can't even today!,0.0,0.0,0.0,0.0,Kentucky,Quality
11264,@YouTube Cool :),0.0,0.0,,1.0,,Quality
6438,And he won't get charged with shit... https://t.co/MmOWCMjsJC,7182.0,7890.0,9426.0,1.0,251016 | 271116,Spam
3965,"""I'd rather regret the things that I have done than the things that I have not done."" Lucille Ball *Please RT* #Quotes",0.0,0.0,0.0,0.0,United States of America,Quality
10257,watch it with me,0.0,0.0,,1.0,✶✶✶✶,Quality
7255,Coming to #TCAF? Stop by our new exhibit & get glimpse into the lives of the ppl of Toronto http://tpl.ca/tdgallery pic.twitter.com/MlqE5dK8HV,0.0,47700.0,,0.0,"Toronto, Ontario",Quality
8927,"Everyone's mom knows how to text now, but sometimes they are adorably http://funny.Mom  Text Fails**http://bit.ly/1wY7uVP",0.0,0.0,0.0,0.0,Detroit,Quality
4665,If you want respect serve it first,0.0,0.0,2.0,0.0,🦖,Quality
9279,Gas problem leaves homes cold in Blairsville  #local,0.0,9.0,1930.0,0.0,Washington Heights,Spam
1582,I tried 2 whip in the car and I smashed my head against the window smh if I get a concussion from whipping I'm gonna kill myself,0.0,0.0,,0.0,,Quality
2232,Thanks lil! Love you Xxx,0.0,0.0,,0.0,,Quality
5081,mood: @ all my old hoes and my exes.pic.twitter.com/WVPycRrxoA,0.0,0.0,,0.0,ar ✈️ga ✈️tx,Quality
3787,Faithful https://twitter.com/itstaylorrr/status/731472102180540418 …,0.0,0.0,,0.0,Yaad,Quality
7891,The boys was earlier seen wearing some sort of pilot(?) uniform while filming something,0.0,0.0,,0.0,,Quality
8436,Graff for Surrogate - interest is beaking! #graff2016!pic.twitter.com/vn10mN1aG8,0.0,0.0,4.0,0.0,"Kingston, NY",Quality
1258,"New Mexico colleges, universities prepare for budget cuts https://t.co/98E0dWlpRl \| https://t.co/8H0lejtvcR https://t.co/4StV1vubyG",5040.0,14658.0,4852.0,0.0,127.0.0.1,Spam
3762,Team Grades: Late Touchdown Redeems Broncos Offense In Tough Divisional Round Win  #news,8465.0,15216.0,22593.0,0.0,High River Alberta Canada,Spam
1873,'@Slate And what about her unaccountable money??! The funding sources of Clinton foundation is rather dubious',1149.0,5552.0,140.0,0.0,Hidden Leaf Village,Spam
1576,AND not the WHOLE OVAL OFFICE like #CreepyBillClinton DISRESPECTED https://t.co/jUwOeqbvf6,1745.0,1790.0,4985.0,1.0,"Fort Wayne, Indiana",Spam
860,@Fash_Rev Avoid non-payment of wages: #blockchain = #transparency #copenhagenfashionsummit http://buff.ly/27vGe1Z pic.twitter.com/G01OPEsyUG,0.0,0.0,0.0,0.0,london,Quality
10444,"#Job #Interviews - Overcome Being ""Overqualified"" #Jobsearch #Career #Social http://buff.ly/1e9URcK  @Charlesfrize #strategy #inspire #brand",11300.0,16700.0,4.0,0.0,"Manchester,England",Quality
1090,Lolol,0.0,0.0,0.0,0.0,,Quality
7133,Dwayne Wade & Gabrielle Union's after party  https://t.co/fPGvMMRf29,853.0,941.0,2453.0,1.0,"Bellingham, WA",Spam
9860,Congress is corrupt  engineering  COUP using taxpayer to do it  GOP ignores Mueller conflicts/crimes Obama C https://t.co/laiSGmKEpc,1737.0,842.0,3287.0,0.0,"Watertown, MA",Spam
12075,"Woman Finds Intruder Taking a Shower, Doing Laundry in Her Home  #news",8665.0,13114.0,14076.0,0.0,Chicago  ✈️Denver,Spam
1701,Preview of New Single 「Mint」  #安室奈美恵pic.twitter.com/3AzHrKF0EK,,0.0,131.0,0.0,,Quality
5980,You're not alone in this.https://twitter.com/snarkypitbull/status/730387542629961728 …,0.0,0.0,,1.0,,Quality
5018,#TopVideo Polls open in crunch Greece vote http://t.co/OSAAcJnBCI,8674.0,11809.0,5264.0,0.0,"Sweet Home  Fukushima,  Japan",Spam
